Student_ID,Gender,Province,School_Type,Parent_Expectation,Stream,Khmer,English,Math,Physics,Chemistry,Biology,History,Geography,Morality,Earth,Interest_Tech,Interest_Business,Interest_Health,Interest_Design,Interest_Law,Career_Goal,WorkPreference,Personality,Recommend_Major
S001365,Male,Siem Reap,Private,Engineer,Science,B,D,B,C,A,B,C,,,,Strong Interest,Low Interest,Low Interest,Strong Interest,Strong Interest,Entrepreneur,Field,Extrovert,Philosophy
S001967,Male,Stung Treng,Public,Accountant,Science,D,C,C,B,A,B,D,,,,Very Low Interest,Very Strong Interest,Strong Interest,Very Low Interest,Strong Interest,PublicSector,Team,Ambivert,Marketing
S000496,Female,Preah Vihear,Public,Doctor,Science,B,C,E,C,D,E,C,,,,Strong Interest,Moderate Interest,Strong Interest,Moderate Interest,Low Interest,Healthcare,Office,Introvert,Philosophy
S001625,Male,Prey Veng,Private,Lawyer,Science,D,C,B,D,F,B,E,,,,Very Strong Interest,Strong Interest,Strong Interest,Low Interest,Moderate Interest,Education,Office,Ambivert,Forestry
S001966,Male,Tbong Khmum,Public,Doctor,Science,D,C,B,E,D,A,C,,,,Moderate Interest,Moderate Interest,Moderate Interest,Low Interest,Moderate Interest,Corporate,Field,Ambivert,Tourism and Hospitality Management
S001963,Male,Preah Vihear,Public,Business Owner,Social-Science,D,C,F,,,,A,B,C,D,Moderate Interest,Very Low Interest,Very Strong Interest,Low Interest,Very Strong Interest,Healthcare,Field,Introvert,Architecture
S000611,Female,Tbong Khmum,Private,IT Specialist,Science,C,E,F,A,B,B,A,,,,Very Strong Interest,Low Interest,Strong Interest,Strong Interest,Strong Interest,Corporate,Independent,Ambivert,Nursing
S000433,Male,Preah Sihanouk,Private,Teacher,Science,C,B,C,D,B,B,B,,,,Strong Interest,Moderate Interest,Very Low Interest,Very Strong Interest,Very Strong Interest,Healthcare,Team,Introvert,Business Management
S001492,Male,Preah Sihanouk,Public,IT Specialist,Science,B,B,A,A,C,B,D,,,,Moderate Interest,Very Strong Interest,Moderate Interest,Low Interest,Strong Interest,Creative,Independent,Ambivert,Information Technology
S000219,Male,Koh Kong,Private,Doctor,Science,C,C,D,D,C,A,E,,,,Moderate Interest,Low Interest,Very Strong Interest,Strong Interest,Low Interest,Corporate,Office,Extrovert,Food Science and Technology
S001931,Male,Svay Rieng,NGO,Doctor,Social-Science,D,B,B,,,,C,B,C,C,Very Strong Interest,Strong Interest,Very Low Interest,Very Strong Interest,Very Low Interest,Research,Field,Ambivert,Entrepreneurship
S001466,Male,Kratie,Public,Business Owner,Science,C,E,A,D,B,E,C,,,,Very Strong Interest,Strong Interest,Very Strong Interest,Very Low Interest,Very Strong Interest,Healthcare,Field,Extrovert,Environmental Health
S000631,Female,Kampong Cham,Private,Lawyer,Science,D,A,A,B,A,F,D,,,,Low Interest,Very Strong Interest,Low Interest,Moderate Interest,Moderate Interest,Research,Field,Ambivert,Nursing
S001382,Female,Banteay Meanchey,Public,Doctor,Social-Science,B,D,B,,,,C,D,C,C,Low Interest,Low Interest,Strong Interest,Strong Interest,Moderate Interest,Entrepreneur,Team,Ambivert,Psychology
S001302,Male,Stung Treng,Private,Engineer,Science,B,B,C,B,E,C,B,,,,Very Low Interest,Moderate Interest,Moderate Interest,Low Interest,Low Interest,Entrepreneur,Team,Ambivert,Media and Communication
S000060,Female,Siem Reap,Public,Government Officer,Science,D,A,E,C,D,B,A,,,,Strong Interest,Strong Interest,Strong Interest,Strong Interest,Moderate Interest,Healthcare,Office,Ambivert,Medicine
S000299,Male,Oddar Meanchey,Public,Government Officer,Social-Science,C,C,A,,,,D,C,B,B,Strong Interest,Strong Interest,Strong Interest,Moderate Interest,Low Interest,Corporate,Team,Ambivert,International Relations
S001711,Female,Banteay Meanchey,Public,Banker,Social-Science,B,D,B,,,,F,D,B,E,Very Low Interest,Very Strong Interest,Moderate Interest,Very Strong Interest,Very Low Interest,Creative,Office,Ambivert,Cybersecurity
S000074,Male,Tbong Khmum,Public,Business Owner,Social-Science,C,C,C,,,,C,A,B,C,Moderate Interest,Very Low Interest,Moderate Interest,Low Interest,Strong Interest,PublicSector,Independent,Introvert,Political Science
S000163,Male,Koh Kong,Public,Police Officer,Social-Science,C,B,C,,,,F,B,E,C,Very Strong Interest,Very Strong Interest,Low Interest,Low Interest,Low Interest,PublicSector,Team,Ambivert,Computer Science
S001275,Male,Stung Treng,Public,Teacher,Science,B,B,D,C,C,A,C,,,,Strong Interest,Strong Interest,Strong Interest,Moderate Interest,Strong Interest,PublicSector,Office,Ambivert,Business Management
S001594,Female,Siem Reap,Public,IT Specialist,Social-Science,A,C,D,,,,B,B,C,F,Moderate Interest,Strong Interest,Very Strong Interest,Moderate Interest,Strong Interest,Research,Office,Extrovert,Public Health
S001434,Male,Siem Reap,Public,Banker,Social-Science,D,C,E,,,,C,B,B,D,Moderate Interest,Strong Interest,Low Interest,Strong Interest,Very Strong Interest,Education,Office,Extrovert,International Relations
S001613,Male,Kep,Private,Banker,Social-Science,C,D,A,,,,C,A,D,C,Low Interest,Moderate Interest,Strong Interest,Moderate Interest,Moderate Interest,Research,Field,Introvert,Electronics and Telecommunications
S000592,Male,Takeo,Public,Accountant,Science,B,C,C,B,D,C,B,,,,Strong Interest,Moderate Interest,Moderate Interest,Strong Interest,Very Strong Interest,Entrepreneur,Team,Extrovert,Law
S000317,Male,Svay Rieng,Public,Lawyer,Science,C,D,A,B,C,C,B,,,,Moderate Interest,Very Low Interest,Very Low Interest,Low Interest,Very Low Interest,Corporate,Team,Introvert,International Relations
S000046,Male,Preah Vihear,Private,Lawyer,Science,B,C,B,A,A,B,A,,,,Strong Interest,Moderate Interest,Low Interest,Very Strong Interest,Moderate Interest,PublicSector,Independent,Extrovert,Philosophy
S001720,Female,Koh Kong,Public,Banker,Science,A,F,B,D,F,D,F,,,,Moderate Interest,Very Low Interest,Strong Interest,Very Strong Interest,Moderate Interest,Education,Independent,Introvert,Electrical Engineering
S001832,Male,Prey Veng,Public,Doctor,Social-Science,B,B,B,,,,C,C,C,D,Strong Interest,Very Strong Interest,Low Interest,Moderate Interest,Moderate Interest,Entrepreneur,Office,Extrovert,Marketing
S000428,Male,Prey Veng,Public,Lawyer,Social-Science,E,A,A,,,,C,D,A,B,Moderate Interest,Strong Interest,Very Low Interest,Very Strong Interest,Very Strong Interest,Research,Office,Ambivert,Environmental Science
S000582,Male,Preah Vihear,Public,Engineer,Science,C,B,A,F,B,A,B,,,,Moderate Interest,Strong Interest,Very Strong Interest,Very Strong Interest,Moderate Interest,Research,Team,Ambivert,Information Technology
S000077,Male,Banteay Meanchey,Private,Police Officer,Science,D,D,C,C,B,A,C,,,,Low Interest,Moderate Interest,Very Strong Interest,Low Interest,Moderate Interest,Creative,Independent,Ambivert,Software Engineering
S001917,Male,Siem Reap,Public,IT Specialist,Science,A,C,B,D,E,C,C,,,,Moderate Interest,Very Strong Interest,Low Interest,Very Low Interest,Moderate Interest,Research,Independent,Extrovert,Medicine
S001415,Male,Ratanakiri,Public,Banker,Science,C,C,F,E,D,A,D,,,,Very Strong Interest,Very Strong Interest,Strong Interest,Moderate Interest,Very Low Interest,Education,Team,Ambivert,Logistics and Supply Chain Management
S000781,Female,Kampong Speu,Public,Business Owner,Social-Science,C,A,C,,,,C,C,C,C,Strong Interest,Strong Interest,Strong Interest,Very Strong Interest,Moderate Interest,Entrepreneur,Team,Extrovert,Marketing
S001920,Female,Banteay Meanchey,Public,Business Owner,Science,C,C,D,D,C,C,C,,,,Very Strong Interest,Strong Interest,Moderate Interest,Low Interest,Low Interest,PublicSector,Team,Ambivert,Dentistry
S001174,Female,Mondulkiri,Public,Business Owner,Science,D,C,C,B,D,C,B,,,,Very Strong Interest,Moderate Interest,Strong Interest,Strong Interest,Low Interest,Healthcare,Office,Introvert,Artificial Intelligence
S001320,Female,Kandal,Public,Engineer,Social-Science,E,C,F,,,,C,B,D,C,Low Interest,Low Interest,Very Low Interest,Very Low Interest,Strong Interest,PublicSector,Independent,Extrovert,Computer Science
S000938,Male,Phnom Penh,Public,Banker,Social-Science,D,B,D,,,,B,B,D,D,Strong Interest,Very Strong Interest,Moderate Interest,Low Interest,Strong Interest,Research,Office,Ambivert,Fisheries Science
S000031,Female,Preah Vihear,Public,Government Officer,Social-Science,D,D,C,,,,B,D,B,C,Very Strong Interest,Moderate Interest,Very Strong Interest,Strong Interest,Strong Interest,Education,Field,Ambivert,Artificial Intelligence
S001092,Male,Kampong Speu,Private,Teacher,Social-Science,B,C,C,,,,B,E,C,C,Strong Interest,Very Low Interest,Moderate Interest,Moderate Interest,Very Strong Interest,Creative,Team,Ambivert,Human Resource Management
S001616,Female,Prey Veng,NGO,Business Owner,Social-Science,D,C,C,,,,B,C,B,D,Strong Interest,Very Low Interest,Low Interest,Moderate Interest,Low Interest,Research,Office,Ambivert,Information Technology
S001230,Male,Pailin,Public,Engineer,Social-Science,A,A,A,,,,E,A,E,C,Low Interest,Very Low Interest,Moderate Interest,Moderate Interest,Moderate Interest,Research,Independent,Ambivert,Data Science
S000975,Female,Kampong Speu,Public,Accountant,Science,F,B,D,A,D,E,D,,,,Low Interest,Very Strong Interest,Moderate Interest,Strong Interest,Low Interest,Healthcare,Team,Ambivert,Media and Communication
S001085,Male,Stung Treng,Public,Police Officer,Social-Science,D,C,E,,,,D,C,B,D,Moderate Interest,Moderate Interest,Moderate Interest,Very Strong Interest,Low Interest,Creative,Team,Extrovert,Law
S000515,Male,Koh Kong,Public,Police Officer,Science,A,A,D,B,C,C,B,,,,Low Interest,Moderate Interest,Very Strong Interest,Strong Interest,Very Low Interest,Entrepreneur,Field,Introvert,Real Estate Management
S001551,Female,Kep,Public,Accountant,Social-Science,E,C,A,,,,D,B,B,B,Very Low Interest,Strong Interest,Very Low Interest,Strong Interest,Strong Interest,Corporate,Field,Extrovert,Artificial Intelligence
S001568,Female,Kep,Public,Lawyer,Social-Science,B,D,D,,,,C,D,B,C,Moderate Interest,Low Interest,Strong Interest,Strong Interest,Very Strong Interest,Corporate,Independent,Ambivert,English Literature
S001811,Male,Kandal,Public,IT Specialist,Science,E,B,B,B,B,E,A,,,,Strong Interest,Strong Interest,Very Strong Interest,Moderate Interest,Very Strong Interest,PublicSector,Team,Introvert,Public Administration
S001574,Male,Phnom Penh,Public,Business Owner,Social-Science,B,B,E,,,,F,B,D,D,Very Low Interest,Strong Interest,Very Low Interest,Strong Interest,Very Strong Interest,Corporate,Independent,Extrovert,Marketing
S000045,Male,Pursat,Public,Business Owner,Social-Science,D,C,C,,,,B,C,D,C,Very Strong Interest,Moderate Interest,Moderate Interest,Moderate Interest,Very Strong Interest,Creative,Field,Introvert,Information Technology
S001687,Male,Preah Vihear,Public,Accountant,Social-Science,B,A,C,,,,D,B,C,A,Very Strong Interest,Strong Interest,Very Low Interest,Strong Interest,Low Interest,Entrepreneur,Field,Ambivert,Finance and Banking
S000169,Female,Kampong Cham,Public,Banker,Social-Science,C,B,B,,,,C,B,A,B,Very Strong Interest,Strong Interest,Very Strong Interest,Strong Interest,Strong Interest,Creative,Field,Extrovert,Accounting
S000304,Male,Kandal,Private,Lawyer,Social-Science,C,D,B,,,,C,D,C,C,Moderate Interest,Moderate Interest,Strong Interest,Very Strong Interest,Very Low Interest,Entrepreneur,Field,Ambivert,Electronics and Telecommunications
S000991,Female,Tbong Khmum,Private,Doctor,Social-Science,E,B,C,,,,B,A,A,C,Moderate Interest,Very Strong Interest,Very Strong Interest,Strong Interest,Moderate Interest,Entrepreneur,Independent,Ambivert,Physical Education
S000556,Male,Battambang,Public,Doctor,Social-Science,C,A,D,,,,B,B,A,A,Low Interest,Low Interest,Moderate Interest,Very Strong Interest,Low Interest,Healthcare,Field,Introvert,Tourism and Hospitality Management
S001925,Male,Kratie,Public,Engineer,Social-Science,C,B,C,,,,A,C,C,B,Low Interest,Strong Interest,Moderate Interest,Strong Interest,Very Strong Interest,Healthcare,Independent,Introvert,Medicine
S000608,Male,Kampong Speu,Public,Teacher,Social-Science,C,A,C,,,,A,B,C,A,Strong Interest,Moderate Interest,Low Interest,Moderate Interest,Moderate Interest,Creative,Independent,Ambivert,Media and Communication
S001619,Male,Mondulkiri,Private,Engineer,Science,C,C,C,C,C,B,C,,,,Strong Interest,Low Interest,Low Interest,Very Low Interest,Very Low Interest,Creative,Office,Ambivert,Tourism and Hospitality Management
S000758,Male,Kampong Cham,Public,IT Specialist,Social-Science,E,B,D,,,,D,C,A,E,Moderate Interest,Strong Interest,Moderate Interest,Strong Interest,Very Strong Interest,Research,Field,Ambivert,Medicine
S000439,Female,Banteay Meanchey,Public,IT Specialist,Social-Science,A,C,B,,,,C,B,D,B,Moderate Interest,Low Interest,Very Strong Interest,Low Interest,Strong Interest,PublicSector,Team,Ambivert,Logistics and Supply Chain Management
S000583,Male,Ratanakiri,Public,Engineer,Social-Science,C,C,C,,,,D,C,B,D,Strong Interest,Strong Interest,Strong Interest,Low Interest,Strong Interest,PublicSector,Office,Ambivert,Nursing
S001519,Female,Mondulkiri,Private,Lawyer,Social-Science,B,E,E,,,,B,B,A,C,Moderate Interest,Low Interest,Moderate Interest,Strong Interest,Moderate Interest,Creative,Office,Introvert,Sociology
S000528,Male,Preah Vihear,Private,Banker,Social-Science,B,A,A,,,,C,D,B,A,Moderate Interest,Very Low Interest,Moderate Interest,Low Interest,Very Strong Interest,Entrepreneur,Office,Extrovert,Finance and Banking
S000343,Female,Siem Reap,Public,Government Officer,Science,C,A,D,E,B,C,C,,,,Low Interest,Strong Interest,Low Interest,Strong Interest,Moderate Interest,PublicSector,Field,Ambivert,Graphic Design
S001737,Male,Stung Treng,Public,Engineer,Science,C,C,C,D,B,D,D,,,,Strong Interest,Moderate Interest,Moderate Interest,Low Interest,Very Strong Interest,Entrepreneur,Team,Ambivert,Education
S000368,Female,Takeo,Public,Engineer,Science,D,B,C,C,F,D,D,,,,Strong Interest,Very Strong Interest,Moderate Interest,Moderate Interest,Very Strong Interest,PublicSector,Independent,Ambivert,Information Technology
S000186,Male,Pursat,Private,Accountant,Science,B,E,B,B,B,A,A,,,,Strong Interest,Very Low Interest,Moderate Interest,Moderate Interest,Moderate Interest,Corporate,Team,Extrovert,Nursing
S001117,Female,Tbong Khmum,Public,Business Owner,Social-Science,C,A,F,,,,C,B,A,C,Low Interest,Moderate Interest,Moderate Interest,Very Strong Interest,Moderate Interest,Entrepreneur,Field,Ambivert,Data Science
S001755,Male,Tbong Khmum,Private,Teacher,Social-Science,B,B,D,,,,A,B,C,B,Moderate Interest,Strong Interest,Moderate Interest,Moderate Interest,Low Interest,Corporate,Field,Ambivert,Accounting
S001426,Male,Prey Veng,Private,IT Specialist,Social-Science,C,B,F,,,,C,C,A,E,Very Strong Interest,Strong Interest,Strong Interest,Low Interest,Moderate Interest,Education,Field,Ambivert,Food Science and Technology
S000301,Female,Takeo,Public,Lawyer,Social-Science,B,C,D,,,,C,B,B,E,Very Strong Interest,Strong Interest,Very Strong Interest,Strong Interest,Moderate Interest,Research,Field,Introvert,Environmental Health
S001904,Male,Siem Reap,Public,Engineer,Science,D,D,C,D,B,E,D,,,,Moderate Interest,Low Interest,Moderate Interest,Strong Interest,Strong Interest,PublicSector,Office,Ambivert,Information Technology
S000833,Female,Pailin,Public,Doctor,Science,A,D,A,C,A,A,B,,,,Strong Interest,Low Interest,Low Interest,Moderate Interest,Low Interest,Creative,Office,Introvert,Cybersecurity
S000544,Male,Battambang,Public,Business Owner,Social-Science,C,F,A,,,,D,C,B,D,Moderate Interest,Moderate Interest,Very Strong Interest,Moderate Interest,Low Interest,Creative,Team,Introvert,Computer Science
S001601,Female,Kandal,Public,Banker,Social-Science,C,F,D,,,,B,B,B,B,Moderate Interest,Strong Interest,Strong Interest,Very Low Interest,Very Strong Interest,PublicSector,Independent,Introvert,Law
S000351,Female,Oddar Meanchey,Public,Government Officer,Social-Science,B,C,B,,,,B,B,B,C,Moderate Interest,Strong Interest,Moderate Interest,Moderate Interest,Strong Interest,PublicSector,Field,Ambivert,Pharmacy
S001933,Female,Pursat,Private,Engineer,Social-Science,D,D,C,,,,B,C,C,A,Very Low Interest,Very Strong Interest,Moderate Interest,Moderate Interest,Strong Interest,PublicSector,Team,Introvert,Software Engineering
S001511,Female,Kampot,Public,Engineer,Social-Science,C,D,D,,,,F,C,D,D,Very Low Interest,Moderate Interest,Very Low Interest,Strong Interest,Strong Interest,Education,Team,Introvert,Law
S000979,Male,Preah Sihanouk,Private,Accountant,Social-Science,A,B,B,,,,C,B,C,A,Moderate Interest,Strong Interest,Low Interest,Very Strong Interest,Strong Interest,Healthcare,Field,Extrovert,English Literature
S000176,Female,Pursat,Public,Government Officer,Social-Science,D,B,C,,,,C,C,A,C,Strong Interest,Strong Interest,Very Strong Interest,Strong Interest,Moderate Interest,Corporate,Independent,Extrovert,Civil Engineering
S000483,Female,Battambang,Public,Business Owner,Science,A,C,C,C,D,B,A,,,,Very Strong Interest,Very Strong Interest,Low Interest,Strong Interest,Moderate Interest,Corporate,Field,Ambivert,Philosophy
S001413,Female,Kampong Speu,Public,Lawyer,Social-Science,C,B,D,,,,D,A,C,C,Strong Interest,Very Strong Interest,Low Interest,Low Interest,Moderate Interest,Corporate,Team,Ambivert,Medicine
S001611,Male,Oddar Meanchey,Private,Doctor,Social-Science,C,C,C,,,,C,D,E,E,Moderate Interest,Strong Interest,Very Strong Interest,Low Interest,Very Strong Interest,Corporate,Field,Introvert,Computer Science
S000124,Female,Ratanakiri,Public,Teacher,Social-Science,E,A,A,,,,B,C,D,C,Very Low Interest,Very Strong Interest,Very Low Interest,Low Interest,Moderate Interest,Creative,Office,Extrovert,Computer Science
S000600,Female,Oddar Meanchey,Public,Business Owner,Science,B,B,A,D,B,C,D,,,,Very Low Interest,Very Low Interest,Very Strong Interest,Very Strong Interest,Moderate Interest,PublicSector,Independent,Extrovert,Entrepreneurship
S001795,Female,Kampong Speu,Private,Government Officer,Social-Science,B,C,C,,,,A,C,B,B,Low Interest,Strong Interest,Strong Interest,Strong Interest,Moderate Interest,Healthcare,Independent,Introvert,Accounting
S001746,Female,Svay Rieng,Public,Teacher,Social-Science,E,E,D,,,,A,D,D,F,Very Strong Interest,Very Strong Interest,Moderate Interest,Very Low Interest,Strong Interest,PublicSector,Team,Ambivert,Entrepreneurship
S001379,Male,Kampong Thom,Public,Banker,Social-Science,E,C,C,,,,C,D,D,D,Moderate Interest,Strong Interest,Moderate Interest,Moderate Interest,Moderate Interest,Research,Independent,Ambivert,Environmental Health
S001186,Female,Preah Vihear,Public,Accountant,Social-Science,C,A,A,,,,C,D,C,C,Moderate Interest,Moderate Interest,Moderate Interest,Moderate Interest,Strong Interest,Corporate,Team,Extrovert,Information Technology
S000486,Female,Pailin,Public,Business Owner,Science,C,C,B,B,B,A,A,,,,Moderate Interest,Moderate Interest,Strong Interest,Moderate Interest,Strong Interest,Research,Independent,Ambivert,Food Science and Technology
S000332,Male,Mondulkiri,Private,Lawyer,Science,B,A,B,D,B,B,B,,,,Strong Interest,Moderate Interest,Very Strong Interest,Moderate Interest,Strong Interest,Education,Independent,Introvert,Dentistry
S000789,Male,Takeo,Private,Lawyer,Science,A,B,E,D,F,A,A,,,,Moderate Interest,Moderate Interest,Very Low Interest,Very Strong Interest,Very Low Interest,Healthcare,Team,Extrovert,English Literature
S000195,Male,Ratanakiri,NGO,Business Owner,Social-Science,C,E,A,,,,C,C,A,D,Moderate Interest,Very Strong Interest,Strong Interest,Very Low Interest,Moderate Interest,PublicSector,Field,Extrovert,Environmental Health
S000638,Female,Siem Reap,Public,Banker,Social-Science,B,C,C,,,,A,A,B,C,Moderate Interest,Strong Interest,Moderate Interest,Moderate Interest,Moderate Interest,Healthcare,Field,Ambivert,Medicine
S000472,Female,Pursat,Private,Government Officer,Social-Science,B,B,B,,,,C,D,A,A,Very Strong Interest,Strong Interest,Low Interest,Very Low Interest,Low Interest,Healthcare,Office,Introvert,Medicine
S001714,Female,Prey Veng,Private,Doctor,Science,E,C,C,C,D,C,E,,,,Very Strong Interest,Strong Interest,Very Strong Interest,Very Strong Interest,Moderate Interest,Healthcare,Office,Extrovert,Marketing
S000323,Female,Battambang,Private,Doctor,Social-Science,C,B,A,,,,B,A,D,C,Very Strong Interest,Strong Interest,Moderate Interest,Very Strong Interest,Very Strong Interest,Entrepreneur,Team,Extrovert,Accounting
S001197,Female,Kandal,NGO,Banker,Social-Science,B,D,B,,,,E,C,D,D,Low Interest,Low Interest,Low Interest,Moderate Interest,Moderate Interest,Corporate,Team,Extrovert,Mechanical Engineering
S000267,Female,Battambang,Private,Banker,Social-Science,C,B,D,,,,B,C,B,C,Moderate Interest,Very Strong Interest,Low Interest,Very Strong Interest,Strong Interest,PublicSector,Independent,Extrovert,Marketing
S001544,Female,Kep,Private,Doctor,Social-Science,C,C,C,,,,B,C,C,D,Low Interest,Very Low Interest,Very Strong Interest,Moderate Interest,Moderate Interest,Entrepreneur,Team,Extrovert,Finance and Banking
S001804,Male,Kep,Public,Banker,Science,B,B,C,D,F,E,B,,,,Strong Interest,Moderate Interest,Moderate Interest,Strong Interest,Low Interest,Corporate,Independent,Extrovert,Medicine
S000068,Male,Kratie,Public,Government Officer,Social-Science,D,A,B,,,,B,C,D,B,Low Interest,Strong Interest,Low Interest,Very Low Interest,Low Interest,PublicSector,Independent,Extrovert,Architecture
S001738,Female,Banteay Meanchey,Private,Teacher,Science,F,C,B,A,C,D,E,,,,Strong Interest,Very Strong Interest,Strong Interest,Low Interest,Strong Interest,PublicSector,Independent,Ambivert,Education
S001593,Male,Oddar Meanchey,Private,IT Specialist,Social-Science,C,C,C,,,,C,B,B,A,Very Low Interest,Low Interest,Low Interest,Very Strong Interest,Strong Interest,Research,Team,Extrovert,Law
S001564,Female,Siem Reap,Public,Doctor,Science,B,B,C,D,C,D,C,,,,Moderate Interest,Moderate Interest,Very Strong Interest,Moderate Interest,Very Strong Interest,PublicSector,Team,Introvert,Computer Science
S000481,Male,Preah Vihear,Public,Accountant,Science,E,D,C,C,C,B,E,,,,Very Strong Interest,Strong Interest,Strong Interest,Very Strong Interest,Very Strong Interest,Corporate,Office,Ambivert,Human Resource Management
S001757,Female,Stung Treng,Public,Engineer,Social-Science,C,C,C,,,,A,D,B,B,Low Interest,Low Interest,Strong Interest,Very Strong Interest,Very Strong Interest,Corporate,Team,Introvert,Accounting
S001913,Female,Banteay Meanchey,NGO,Business Owner,Social-Science,D,B,B,,,,B,E,C,D,Very Strong Interest,Very Strong Interest,Strong Interest,Very Low Interest,Moderate Interest,Corporate,Independent,Extrovert,Computer Science
S001441,Female,Kampong Cham,Private,Teacher,Science,B,A,B,D,A,C,B,,,,Low Interest,Low Interest,Strong Interest,Low Interest,Low Interest,PublicSector,Office,Ambivert,Information Technology
S001461,Female,Pailin,Public,Doctor,Social-Science,D,B,A,,,,A,C,A,C,Low Interest,Low Interest,Moderate Interest,Low Interest,Very Strong Interest,Creative,Field,Ambivert,Entrepreneurship
S000888,Female,Pailin,Public,Accountant,Social-Science,B,C,D,,,,D,A,E,D,Moderate Interest,Moderate Interest,Moderate Interest,Moderate Interest,Very Strong Interest,PublicSector,Field,Ambivert,English Literature
S000423,Male,Koh Kong,Public,Government Officer,Social-Science,D,E,B,,,,A,C,C,C,Strong Interest,Moderate Interest,Very Low Interest,Moderate Interest,Strong Interest,Education,Team,Extrovert,Civil Engineering
S001675,Male,Oddar Meanchey,Public,Government Officer,Social-Science,C,B,A,,,,E,D,B,C,Very Strong Interest,Strong Interest,Strong Interest,Strong Interest,Moderate Interest,PublicSector,Team,Ambivert,Entrepreneurship
S001450,Female,Ratanakiri,Public,Doctor,Science,B,D,B,D,A,D,C,,,,Moderate Interest,Very Low Interest,Strong Interest,Very Strong Interest,Very Strong Interest,PublicSector,Independent,Ambivert,Physical Education
S000765,Female,Kratie,Public,Engineer,Science,A,B,A,C,E,E,C,,,,Very Low Interest,Strong Interest,Very Low Interest,Low Interest,Low Interest,Research,Team,Introvert,Information Technology
S000520,Female,Kratie,Public,Doctor,Social-Science,A,B,D,,,,C,A,B,B,Very Strong Interest,Very Strong Interest,Moderate Interest,Strong Interest,Very Low Interest,Creative,Team,Extrovert,Physical Education
S001432,Male,Siem Reap,Public,Lawyer,Social-Science,F,B,C,,,,D,B,C,C,Strong Interest,Very Strong Interest,Very Strong Interest,Moderate Interest,Moderate Interest,Creative,Field,Ambivert,Graphic Design
S000614,Female,Kampong Speu,Public,Teacher,Science,A,D,B,C,D,A,D,,,,Very Low Interest,Very Strong Interest,Moderate Interest,Very Strong Interest,Moderate Interest,PublicSector,Office,Introvert,Education
S001531,Male,Kandal,Public,IT Specialist,Social-Science,C,B,B,,,,A,D,D,B,Moderate Interest,Moderate Interest,Very Strong Interest,Very Strong Interest,Very Strong Interest,Research,Field,Ambivert,Business Management
S001783,Male,Preah Sihanouk,Public,IT Specialist,Social-Science,B,B,B,,,,F,B,E,D,Strong Interest,Moderate Interest,Strong Interest,Strong Interest,Moderate Interest,Healthcare,Office,Ambivert,Public Health
S001659,Female,Pailin,NGO,Banker,Social-Science,A,E,C,,,,C,D,B,D,Very Low Interest,Strong Interest,Very Strong Interest,Low Interest,Strong Interest,Healthcare,Independent,Introvert,Animal Science
S000454,Male,Siem Reap,Private,IT Specialist,Science,B,D,E,B,E,C,C,,,,Moderate Interest,Strong Interest,Low Interest,Moderate Interest,Very Strong Interest,PublicSector,Office,Introvert,Accounting
S000731,Female,Battambang,Public,Government Officer,Science,B,A,D,A,C,B,C,,,,Moderate Interest,Moderate Interest,Moderate Interest,Very Strong Interest,Low Interest,Healthcare,Independent,Extrovert,Medicine
S000535,Female,Koh Kong,Public,Government Officer,Science,A,C,A,C,B,D,D,,,,Moderate Interest,Very Strong Interest,Very Strong Interest,Strong Interest,Very Low Interest,PublicSector,Field,Extrovert,Medicine
S000966,Female,Kampong Cham,Public,Lawyer,Social-Science,C,C,C,,,,E,C,F,F,Low Interest,Very Strong Interest,Strong Interest,Moderate Interest,Strong Interest,PublicSector,Team,Introvert,Philosophy
S001285,Male,Kampong Cham,Public,Government Officer,Science,B,C,C,B,C,E,B,,,,Very Strong Interest,Very Low Interest,Very Low Interest,Strong Interest,Moderate Interest,Corporate,Team,Introvert,Accounting
S001740,Male,Preah Vihear,Public,Teacher,Social-Science,B,C,B,,,,B,A,B,D,Very Low Interest,Strong Interest,Very Low Interest,Strong Interest,Moderate Interest,Education,Field,Introvert,Accounting
S000262,Male,Oddar Meanchey,Public,Lawyer,Science,C,B,C,C,D,D,B,,,,Low Interest,Strong Interest,Very Low Interest,Moderate Interest,Moderate Interest,PublicSector,Field,Extrovert,History
S000536,Female,Kratie,NGO,Banker,Social-Science,D,A,B,,,,D,A,A,C,Moderate Interest,Very Low Interest,Moderate Interest,Very Strong Interest,Moderate Interest,PublicSector,Office,Introvert,Business Management
S000969,Male,Kratie,Public,Engineer,Science,C,A,A,C,C,D,F,,,,Moderate Interest,Moderate Interest,Moderate Interest,Strong Interest,Moderate Interest,Healthcare,Independent,Introvert,Economics
S000241,Male,Siem Reap,Private,IT Specialist,Science,E,B,C,A,A,C,F,,,,Strong Interest,Moderate Interest,Very Strong Interest,Low Interest,Moderate Interest,Entrepreneur,Team,Extrovert,Public Health
S000820,Male,Pursat,Public,Lawyer,Social-Science,D,F,D,,,,D,D,D,E,Moderate Interest,Very Strong Interest,Moderate Interest,Moderate Interest,Moderate Interest,Corporate,Office,Extrovert,Marketing
S000693,Female,Kratie,Private,Banker,Science,C,B,C,C,B,F,A,,,,Very Strong Interest,Moderate Interest,Very Strong Interest,Strong Interest,Moderate Interest,Corporate,Office,Introvert,Forestry
